Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26
5;259;-18;-3;1000;51867;64378;160865;142014;1462;2161;55142;238821;913626;13;4805;52012;238815;820336;8539;3;397;2388;1000;3834;230195
5;260;46;-4;1000;51867;64325;160739;142528;1462;2161;55224;238817;912969;13;4796;52006;238811;820566;84948;3;396;2388;1000;3874;231449
5;261;14;5;1000;51867;64327;16006;142113;1462;2161;55207;238816;913337;13;4813;52063;238814;820138;8495;3;396;2388;1000;3852;231152
5;262;-1;1;1000;51867;64356;160182;142481;1462;2161;55249;238816;913401;13;4786;51995;238823;820575;84983;3;395;2388;1000;3854;230929
5;263;-13;-3;1000;51867;64395;16082;142115;1462;2161;55157;238814;914004;13;4804;52005;238815;821155;85201;3;397;2388;1000;3842;231361
5;264;4;-5;1000;51867;64377;160655;142539;1462;2161;5517;238817;914972;13;4826;51983;238819;820719;85297;3;397;2388;1000;3837;231132
5;265;28;-3;1000;51867;6438;160553;142457;1462;2161;55137;238816;914896;13;4803;5198;23881;820389;8541;3;395;2388;1000;3835;230857
5;266;0;-2;1000;51867;64338;160933;14344;1462;2161;55235;23882;914743;13;4824;51957;238814;820849;85254;3;398;2388;1000;3855;231621
5;267;18;1;1000;51867;64373;160941;143025;1462;2161;55155;23881;914765;13;4826;51966;238817;820686;85292;3;397;2388;1000;3849;230566
5;268;33;-2;1000;51867;64402;160865;143459;1462;2161;55222;238815;914601;13;4815;5201;238814;821519;85196;3;397;2388;1000;3852;23118
5;269;22;3;1000;51867;64346;159728;143074;1462;2161;55077;238818;915705;13;4826;51986;238816;821275;85209;3;397;2388;1000;3845;230296
6;1;-19;3;1000;51867;64273;15844;141234;1462;2161;55299;238812;903726;13;4756;52169;238812;811686;84286;3;394;2388;1000;3894;233086
6;2;21;-4;1000;51867;64207;159038;14011;1462;2161;55302;238809;904595;13;4765;52103;238807;812601;84343;3;393;2388;1000;3889;232645
6;3;-31;1;1000;51867;64257;158818;140586;1462;2161;55276;238813;904475;13;4749;52168;238811;812549;84072;3;392;2388;1000;3879;232163
6;4;6;0;1000;51867;64197;15894;140121;1462;2161;5531;23881;903697;13;4738;52184;238814;811706;84012;3;394;2388;1000;3883;233215
6;5;29;-5;1000;51867;64262;159513;140967;1462;2161;55327;238815;904085;13;4749;52137;238818;81241;84583;3;394;2388;1000;3887;23324
6;6;38;2;1000;51867;64233;158959;140846;1462;2161;55391;238815;903936;13;4749;52129;238815;812104;84994;3;393;2388;1000;3888;232869
6;7;-3;5;1000;51867;64244;158665;140363;1462;2161;55328;238811;904925;13;4749;52138;238808;812185;84163;3;395;2388;1000;3885;232894
6;8;4;-3;1000;51867;64233;158678;140499;1462;2161;55389;238816;904147;13;4769;52171;238817;81236;84739;3;393;2388;1000;3893;23287
6;9;12;-4;1000;51867;64336;158515;140748;1462;2161;55354;238815;90409;13;476;52221;23881;812608;84614;3;393;2388;1000;3873;233138
6;10;0;-3;1000;51867;64281;158789;141499;1462;2161;55328;238815;903479;13;4745;52108;238814;812222;84129;3;391;2388;1000;3875;232454
6;11;39;-5;1000;51867;6425;158681;140178;1462;2161;55284;238819;904612;13;4767;52155;238815;812331;84694;3;394;2388;1000;3898;233941
6;12;-33;0;1000;51867;64228;15945;140465;1462;2161;55236;238813;904082;13;474;52125;238807;812273;84313;3;394;2388;1000;3886;233945
6;13;2;2;1000;51867;64237;158999;140991;1462;2161;55367;238812;904429;13;476;52078;238811;812202;84537;3;394;2388;1000;3893;233845
6;14;-35;3;1000;51867;64291;159299;140648;1462;2161;55398;238815;903981;13;4761;52179;238815;812395;84495;3;393;2388;1000;3884;233262
6;15;-1;-4;1000;51867;64255;15845;141062;1462;2161;55384;238811;90375;13;4759;52153;238815;811753;84468;3;394;2388;1000;3864;233293
6;16;3;2;1000;51867;64302;158935;141103;1462;2161;55315;23881;904523;13;4768;52148;23881;812429;84485;3;394;2388;1000;3888;233919
6;17;15;-5;1000;51867;64311;158867;141159;1462;2161;55285;238808;904232;13;4749;52135;238812;812236;8445;3;392;2388;1000;3887;232692
6;18;3;5;1000;51867;64268;158704;14102;1462;2161;55243;23881;90367;13;477;52141;238817;811877;84504;3;392;2388;1000;389;234346
6;19;31;0;1000;51867;64219;158821;140893;1462;2161;55277;238813;904839;13;4759;52216;238808;812626;84358;3;394;2388;1000;3887;232571
6;20;2;-4;1000;51867;64263;159031;140584;1462;2161;55316;238812;904594;13;4747;52132;23881;812253;84163;3;393;2388;1000;3876;232654
6;21;14;5;1000;51867;64241;158762;14112;1462;2161;55352;238808;903773;13;4751;52103;238812;81202;84108;3;393;2388;1000;3894;232284
6;22;1;4;1000;51867;64275;15868;141236;1462;2161;55378;238814;903839;13;4753;52178;238816;812421;84461;3;393;2388;1000;3871;232824
6;23;-35;0;1000;51867;64265;159261;140578;1462;2161;55293;238819;903907;13;4749;52147;238815;812256;84343;3;395;2388;1000;3871;232665
6;24;13;-2;1000;51867;64264;158784;140888;1462;2161;55266;23881;904218;13;4754;52147;238814;81197;84512;3;394;2388;1000;3877;232691
6;25;-25;-5;1000;51867;6426;15882;140417;1462;2161;55301;238812;904167;13;4737;52151;238816;811954;84449;3;393;2388;1000;3881;232809
6;26;23;3;1000;51867;64319;159145;140938;1462;2161;55353;238813;904549;13;4759;52175;238814;81215;84876;3;392;2388;1000;3876;233463
6;27;-2;2;1000;51867;64291;158733;140841;1462;2161;55368;238813;904331;13;4756;52133;238814;812684;84485;3;392;2388;1000;3883;234141
6;28;24;3;1000;51867;64268;159093;140717;1462;2161;55342;238813;904091;13;4758;52125;238813;81227;84252;3;394;2388;1000;3883;2327
6;29;36;-3;1000;51867;64202;158792;141163;1462;2161;55283;238818;904571;13;4736;52117;23881;812058;8414;3;393;2388;1000;3888;231688
6;30;-12;-1;1000;51867;6421;15830;140932;1462;2161;55329;23881;904037;13;4746;52146;238815;81153;84518;3;393;2388;1000;3897;23388
6;31;-13;-2;1000;51867;64236;159159;140206;1462;2161;55317;238811;904426;13;4748;52113;238811;812397;84004;3;393;2388;1000;3879;233245
6;32;-2;-5;1000;51867;64303;15884;140794;1462;2161;55334;238813;903921;13;4753;52157;238815;812527;84248;3;394;2388;1000;3875;234517
6;33;27;-3;1000;51867;64259;159024;140061;1462;2161;55347;238814;903723;13;4751;52173;238819;812274;84597;3;393;2388;1000;3866;233406
6;34;-1;5;1000;51867;64241;159318;141246;1462;2161;55322;238814;903933;13;4753;52092;238811;812172;83972;3;395;2388;1000;3897;232439
6;35;-21;2;1000;51867;64281;158162;140636;1462;2161;55345;238815;903787;13;4744;52176;238819;812251;84314;3;393;2388;1000;3898;232475
6;36;-32;3;1000;51867;64288;158789;141089;1462;2161;55371;238814;903805;13;4755;52089;238817;811995;84222;3;394;2388;1000;3882;232876
6;37;-1;2;1000;51867;64247;159116;140957;1462;2161;55308;238813;904827;13;4757;52127;238814;811695;84108;3;394;2388;1000;389;233248
6;38;13;-1;1000;51867;64247;158616;140791;1462;2161;55328;23881;905118;13;4755;52136;238812;812098;8439;3;394;2388;1000;3876;233234
6;39;-35;-3;1000;51867;64268;158869;141096;1462;2161;55347;238813;904421;13;475;52112;238815;812282;84124;3;392;2388;1000;391;232799
6;40;16;0;1000;51867;64267;158477;141482;1462;2161;55358;238811;904044;13;474;52146;238814;812114;84366;3;394;2388;1000;3878;233596
6;41;32;1;1000;51867;64318;158637;140915;1462;2161;55281;238818;904652;13;4743;52088;238822;81220;84154;3;392;2388;1000;3876;232997
6;42;-1;3;1000;51867;64182;158349;140975;1462;2161;55323;23881;903962;13;4751;5215;238813;811808;84311;3;394;2388;1000;388;2324
6;43;4;4;1000;51867;64298;158755;14030;1462;2161;55265;238816;903951;13;4755;5208;238807;811996;84261;3;393;2388;1000;3885;233042
6;44;22;5;1000;51867;64242;159467;140601;1462;2161;55321;238815;90437;13;4762;52145;238815;812394;84426;3;392;2388;1000;3865;233354
6;45;-8;0;1000;51867;64241;158848;140932;1462;2161;55361;238815;904621;13;4754;52093;238818;812377;84607;3;393;2388;1000;3879;232485
6;46;-1;4;1000;51867;64294;158734;140316;1462;2161;55337;238812;904249;13;475;52149;238815;812111;85029;3;394;2388;1000;3906;232163
6;47;-2;0;1000;51867;64206;158753;140563;1462;2161;55247;238816;904169;13;4754;52119;238812;811987;84127;3;393;2388;1000;3889;233982
6;48;27;4;1000;51867;64264;158667;140529;1462;2161;55299;238811;904389;13;4754;52121;238813;812411;84406;3;392;2388;1000;3887;233222
6;49;-5;2;1000;51867;64285;159236;141266;1462;2161;55358;23881;903197;13;477;52157;238818;812204;84796;3;394;2388;1000;3866;233686
6;50;-27;1;1000;51867;64255;159146;140118;1462;2161;55322;238815;904678;13;4762;52101;238812;812357;84519;3;394;2388;1000;3882;232389
6;51;23;-4;1000;51867;64318;15876;141146;1462;2161;55358;238809;90440;13;4754;52157;238815;812202;84422;3;394;2388;1000;3873;232563
6;52;-11;-1;1000;51867;64281;159154;140797;1462;2161;55358;238811;903651;13;4752;52132;238821;812478;84499;3;393;2388;1000;3865;233049
6;53;-25;1;1000;51867;64272;158756;141147;1462;2161;55347;238812;90370;13;4761;52141;238813;811978;84628;3;392;2388;1000;3883;233784
6;54;-23;-4;1000;51867;6430;159448;140817;1462;2161;55357;238812;903725;13;4737;52091;238813;812297;8452;3;393;2388;1000;3882;233575
6;55;1;-1;1000;51867;64262;15938;141073;1462;2161;5536;238812;903834;13;4749;52144;238815;811616;84378;3;394;2388;1000;3874;233015
6;56;-37;4;1000;51867;64253;158929;141117;1462;2161;5534;238816;90393;13;4749;52111;23881;812019;84589;3;393;2388;1000;3893;232232
6;57;32;-1;1000;51867;6424;159285;140982;1462;2161;55345;238813;903678;13;4753;5211;238811;811774;84325;3;394;2388;1000;3896;233324
6;58;-52;-4;1000;51867;64283;158597;141439;1462;2161;5530;238816;904097;13;4761;52114;238814;812415;84269;3;393;2388;1000;389;231848
6;59;14;5;1000;51867;64299;158801;141016;1462;2161;55276;238811;903786;13;4758;52125;238811;812331;84444;3;393;2388;1000;3878;232489
6;60;-26;-2;1000;51867;64275;159014;14069;1462;2161;55275;238815;904018;13;4747;5215;238815;812211;84205;3;392;2388;1000;3871;232712
6;61;0;2;1000;51867;64324;159527;141396;1462;2161;5533;238812;904045;13;4787;52117;238812;811839;84707;3;394;2388;1000;3889;232791
6;62;-7;-1;1000;51867;64259;159319;140416;1462;2161;55303;23881;904055;13;4737;52097;238815;812001;8431;3;393;2388;1000;3882;232902
6;63;15;-5;1000;51867;64255;159751;141265;1462;2161;5536;238813;904128;13;4749;52193;23882;811994;84408;3;394;2388;1000;3891;234008
6;64;6;-4;1000;51867;64319;158976;140719;1462;2161;55358;238812;903875;13;4752;52057;238814;812542;84561;3;393;2388;1000;388;233289
6;65;-17;-4;1000;51867;64256;159175;141147;1462;2161;5534;238812;903859;13;4768;52123;238814;812192;84261;3;392;2388;1000;3877;232611
6;66;38;3;1000;51867;6427;159443;14088;1462;2161;55341;23882;904003;13;4747;52127;23881;812276;84617;3;394;2388;1000;3874;232412
6;67;-5;5;1000;51867;64287;158819;141254;1462;2161;55311;238815;904094;13;4745;5215;238817;811946;84238;3;394;2388;1000;3891;23314
6;68;2;-2;1000;51867;64266;158759;141313;1462;2161;55319;238816;90405;13;4761;52115;238808;81231;84473;3;392;2388;1000;3879;232079
6;69;-37;1;1000;51867;64248;159219;140696;1462;2161;55328;238817;903942;13;4768;52125;238816;812543;8445;3;393;2388;1000;389;232988
6;70;22;-3;1000;51867;64306;159927;140921;1462;2161;5531;238818;903852;13;475;52109;238817;812254;84269;3;395;2388;1000;3877;232539
6;71;-19;-2;1000;51867;64289;159441;141236;1462;2161;55341;238815;903886;13;4759;52114;238821;811876;84253;3;392;2388;1000;3864;232522
6;72;2;3;1000;51867;64292;158694;14158;1462;2161;55313;238814;904284;13;4742;52111;238813;812571;8466;3;392;2388;1000;3879;232914
6;73;-5;3;1000;51867;64307;159053;14102;1462;2161;55274;238815;904242;13;477;52103;23881;812317;84582;3;392;2388;1000;3864;231547
6;74;21;4;1000;51867;64253;158812;140958;1462;2161;55294;23881;903756;13;4765;52141;238813;812589;84368;3;393;2388;1000;3896;232868
6;75;-3;-2;1000;51867;64269;158372;14105;1462;2161;55267;238823;904339;13;4766;52065;238819;812837;84528;3;391;2388;1000;3898;231768
6;76;-2;3;1000;51867;64228;159211;141211;1462;2161;55224;238814;903663;13;4752;52203;238814;812715;84406;3;395;2388;1000;3905;232793
6;77;-25;3;1000;51867;64332;158784;141671;1462;2161;55391;238813;904517;13;4776;52118;238815;812146;83731;3;393;2388;1000;3867;232879
6;78;-9;1;1000;51867;64326;158698;141131;1462;2161;55399;238813;904566;13;4744;52099;238813;811831;84405;3;394;2388;1000;3866;232259
6;79;-4;4;1000;51867;64312;159319;141485;1462;2161;55354;238812;904406;13;4783;5212;238817;812279;8453;3;393;2388;1000;3872;232171
6;80;12;2;1000;51867;64286;159318;140906;1462;2161;55267;238811;904331;13;4753;52116;238814;812668;84183;3;393;2388;1000;3877;233326
6;81;-7;-2;1000;51867;64238;159509;14111;1462;2161;55381;238812;904346;13;4751;52097;238812;811893;84261;3;392;2388;1000;388;232556
6;82;19;-2;1000;51867;64248;15885;141057;1462;2161;55288;238816;904764;13;4766;52126;238819;811997;8461;3;394;2388;1000;3871;231779
6;83;3;-2;1000;51867;64274;159302;141545;1462;2161;55277;238811;903956;13;4767;52104;238806;812493;84679;3;394;2388;1000;3869;23149
6;84;-3;2;1000;51867;64314;158471;140965;1462;2161;55322;238813;904029;13;4766;52092;238817;812179;84291;3;392;2388;1000;3891;233213
6;85;4;-1;1000;51867;64275;160084;140568;1462;2161;55261;238817;904025;13;4755;52075;238816;812067;84785;3;394;2388;1000;3885;231478
6;86;3;3;1000;51867;64272;159544;141617;1462;2161;55266;238812;904127;13;4748;52123;238818;811966;84256;3;393;2388;1000;3865;232822
6;87;-52;-4;1000;51867;6426;158886;140965;1462;2161;5533;238815;904056;13;4753;52171;238819;81234;84544;3;392;2388;1000;3865;232917
6;88;-8;-1;1000;51867;64292;159045;140454;1462;2161;55389;238818;903212;13;4752;52081;238817;81251;84613;3;391;2388;1000;3891;233254
6;89;-6;3;1000;51867;64303;159652;141755;1462;2161;55279;238818;90423;13;4762;52121;238818;81236;84588;3;392;2388;1000;3863;232402
6;90;21;-3;1000;51867;64261;159337;141378;1462;2161;55314;238818;903192;13;4773;52096;238814;812522;84425;3;394;2388;1000;3879;232619
6;91;-7;-1;1000;51867;64324;158521;140695;1462;2161;55288;238812;904837;13;477;52183;238816;81195;84328;3;393;2388;1000;3882;233813
6;92;-3;-4;1000;51867;6428;15919;140776;1462;2161;55235;238816;903239;13;4763;52089;238818;812111;84485;3;395;2388;1000;3885;232665
6;93;17;-4;1000;51867;64276;159736;141444;1462;2161;5534;238813;904006;13;4769;52097;238818;812217;84366;3;395;2388;1000;3867;233089
6;94;-4;-2;1000;51867;64265;158786;140907;1462;2161;55314;23882;904152;13;4775;52128;238813;811858;8441;3;392;2388;1000;3878;231543
6;95;1;1;1000;51867;64305;159411;141255;1462;2161;55376;238814;904113;13;4753;52131;238814;812395;844;3;394;2388;1000;3861;232977
6;96;18;-4;1000;51867;64287;159396;141555;1462;2161;55297;238816;903896;13;4777;52104;238821;811923;84585;3;393;2388;1000;3857;232981
6;97;-1;5;1000;51867;64289;159023;140862;1462;2161;55268;238813;903583;13;4767;52083;238815;81205;84826;3;393;2388;1000;3877;232104
6;98;39;3;1000;51867;64282;159714;14166;1462;2161;55332;238818;904058;13;4772;52127;238817;812459;84042;3;393;2388;1000;3864;232394
6;99;-21;-5;1000;51867;64316;159769;14129;1462;2161;55268;238818;904345;13;4778;52151;238816;812462;84578;3;394;2388;1000;3878;233449
6;100;16;-5;1000;51867;64273;159211;140643;1462;2161;55283;238813;903934;13;4758;52131;238816;812435;84534;3;394;2388;1000;3874;23247
6;101;17;5;1000;51867;64249;159492;141953;1462;2161;55313;238819;903471;13;4768;52122;238817;812186;84841;3;395;2388;1000;3879;232526
6;102;0;5;1000;51867;64284;159624;141298;1462;2161;55257;238818;903846;13;4751;52073;238812;811768;84427;3;395;2388;1000;3872;233435
6;103;-26;1;1000;51867;64246;158807;141495;1462;2161;55343;238815;903268;13;4763;5211;238818;812279;84697;3;393;2388;1000;3886;231537
6;104;13;-4;1000;51867;64287;159041;141534;1462;2161;55322;238821;904049;13;4762;5213;238814;811977;84603;3;392;2388;1000;3876;233138
6;105;35;3;1000;51867;64196;158732;14110;1462;2161;55288;238819;904044;13;4755;52147;238815;811647;84821;3;393;2388;1000;3862;232931
6;106;29;-1;1000;51867;64318;159266;140557;1462;2161;55347;238815;904374;13;4777;52106;238823;812134;84704;3;394;2388;1000;3881;233
6;107;-4;-4;1000;51867;64285;159097;140977;1462;2161;55318;238815;903982;13;4773;52158;238812;812382;84887;3;393;2388;1000;3877;232435
6;108;7;4;1000;51867;64317;158904;141071;1462;2161;55289;238817;904514;13;4769;52074;238816;81213;84718;3;393;2388;1000;3889;23161
6;109;-22;1;1000;51867;64292;159002;141174;1462;2161;55294;238813;903886;13;4757;52154;238816;812368;84538;3;394;2388;1000;3877;23264
6;110;1;0;1000;51867;64261;158791;140973;1462;2161;55339;238817;904057;13;4759;52066;238818;811824;8408;3;394;2388;1000;3885;232346
6;111;33;2;1000;51867;6428;159361;141582;1462;2161;55326;238817;904603;13;4767;52147;238818;812003;84459;3;394;2388;1000;3862;231654
6;112;-23;5;1000;51867;64252;159951;141513;1462;2161;55297;238817;903892;13;4759;52079;238815;812105;84752;3;394;2388;1000;387;233133
6;113;-32;-2;1000;51867;64326;159612;141538;1462;2161;55235;238814;903858;13;4747;52061;238816;812035;84536;3;393;2388;1000;3862;232642
6;114;-11;5;1000;51867;64331;159048;141176;1462;2161;55262;23882;904625;13;4758;5213;238817;811541;84292;3;393;2388;1000;3868;232137
6;115;-13;-5;1000;51867;64301;159831;140865;1462;2161;55268;238814;904607;13;4769;52142;238816;811847;84618;3;392;2388;1000;3875;232763
6;116;34;0;1000;51867;64285;159433;141304;1462;2161;55341;238813;904345;13;4772;52072;23881;811711;84525;3;392;2388;1000;3875;231882
6;117;-6;-4;1000;51867;64336;159399;141106;1462;2161;55351;238819;904574;13;4769;52081;23882;812353;84787;3;391;2388;1000;3886;232211
6;118;-4;0;1000;51867;64268;159366;142065;1462;2161;55254;238818;903372;13;4777;52091;23882;811929;84578;3;395;2388;1000;3859;23326
6;119;-6;3;1000;51867;64315;159818;141757;1462;2161;55383;238818;904546;13;4764;52088;238824;81228;84266;3;392;2388;1000;3883;232015
6;120;-23;-5;1000;51867;64288;159139;141138;1462;2161;55303;238818;903835;13;4779;52086;238818;811744;84439;3;394;2388;1000;3876;231803
6;121;37;0;1000;51867;64264;158874;141189;1462;2161;55217;238816;904143;13;4766;5207;238816;81216;84645;3;393;2388;1000;3863;23261
6;122;9;5;1000;51867;6428;160048;141547;1462;2161;5531;238818;904195;13;4765;5213;238815;811997;8471;3;394;2388;1000;3879;233114
6;123;-5;-3;1000;51867;64293;159188;141183;1462;2161;5526;238818;903822;13;4787;52061;238816;812084;84667;3;396;2388;1000;3865;232467
6;124;8;4;1000;51867;64277;158778;141233;1462;2161;55294;238819;903218;13;4785;52024;238819;811171;84617;3;393;2388;1000;3875;231654
6;125;38;-5;1000;51867;6430;159544;141066;1462;2161;55275;238821;90352;13;4774;52087;238818;811713;84444;3;395;2388;1000;3878;232842
6;126;-3;4;1000;51867;64338;160109;141347;1462;2161;55244;238828;903871;13;4786;52049;238825;812048;84416;3;394;2388;1000;3857;231861
6;127;-11;-1;1000;51867;6434;158995;141329;1462;2161;55263;238814;904044;13;4792;52053;238822;811897;84305;3;396;2388;1000;3873;232081
6;128;9;2;1000;51867;64291;159804;141209;1462;2161;55266;238822;903938;13;4759;52133;238822;811373;84582;3;392;2388;1000;3864;23169
6;129;25;-4;1000;51867;64304;15862;14104;1462;2161;55298;238819;904358;13;4774;52096;238823;811805;84189;3;393;2388;1000;3865;232023
6;130;44;-1;1000;51867;64285;159374;142159;1462;2161;55263;23882;904359;13;4772;52085;23882;812184;84902;3;393;2388;1000;3854;232272
6;131;1;-4;1000;51867;64331;159483;142065;1462;2161;55231;238817;904093;13;4787;52076;238817;811982;84566;3;395;2388;1000;3864;232274
6;132;-21;2;1000;51867;64287;15900;140678;1462;2161;55306;238823;903744;13;4776;52099;238817;812403;84882;3;394;2388;1000;3876;231832
6;133;1;4;1000;51867;64292;159253;141554;1462;2161;55183;238818;904463;13;4769;52101;238821;811955;84459;3;393;2388;1000;3876;231887
6;134;-47;5;1000;51867;64328;159667;141929;1462;2161;55227;238819;904536;13;478;5210;238818;811106;84316;3;394;2388;1000;3876;231851
6;135;-11;3;1000;51867;6431;159143;14174;1462;2161;55297;238817;904358;13;4769;52091;238821;812132;84711;3;394;2388;1000;3871;23259
6;136;-51;0;1000;51867;64332;158681;141317;1462;2161;55254;238813;903533;13;4777;52077;238816;81157;84686;3;394;2388;1000;3873;231808
6;137;-1;2;1000;51867;64311;158899;141143;1462;2161;55293;238818;903633;13;4772;52035;238817;812117;8481;3;396;2388;1000;3856;232665
6;138;34;-2;1000;51867;64302;159059;141662;1462;2161;5527;238822;903961;13;4783;52126;23882;811716;84617;3;394;2388;1000;3877;231353
6;139;9;-5;1000;51867;64328;159123;141823;1462;2161;55238;238814;903941;13;4794;52103;238812;811746;84807;3;393;2388;1000;3861;23152
6;140;-3;1;1000;51867;64386;159028;141425;1462;2161;55222;238817;903757;13;4787;52066;23882;81169;84614;3;393;2388;1000;3875;232593
6;141;23;-4;1000;51867;64288;159321;141838;1462;2161;55261;238819;904016;13;4786;52065;238823;811634;84774;3;393;2388;1000;3864;232356
6;142;-17;0;1000;51867;64264;159649;142225;1462;2161;55221;238824;903547;13;4773;52064;238826;811306;8494;3;393;2388;1000;3853;232209
6;143;3;0;1000;51867;64322;15927;141586;1462;2161;55252;238816;90352;13;4805;52036;238814;811563;84654;3;395;2388;1000;3866;231573
6;144;-1;-5;1000;51867;64315;159507;141558;1462;2161;55247;238825;903321;13;4793;52094;238816;811637;85124;3;396;2388;1000;385;231998
6;145;-19;3;1000;51867;64309;159565;141582;1462;2161;55224;238814;903748;13;4784;52056;238818;811997;84829;3;392;2388;1000;3861;231925
6;146;24;-1;1000;51867;64269;159692;141709;1462;2161;5521;238826;904175;13;4782;52025;238824;811847;84998;3;394;2388;1000;3856;231448
6;147;8;-3;1000;51867;64299;159561;141696;1462;2161;55276;238824;903542;13;4809;5206;238827;811614;84471;3;394;2388;1000;3851;231658
6;148;-3;5;1000;51867;64295;160449;141866;1462;2161;55283;238823;904195;13;4794;52007;238828;811899;84855;3;394;2388;1000;3864;232531
6;149;-13;2;1000;51867;64328;159929;142119;1462;2161;55223;238823;904198;13;4786;52073;238823;812016;85238;3;395;2388;1000;3885;231125
6;150;39;0;1000;51867;6430;159967;142007;1462;2161;55303;238822;902811;13;4801;52039;238821;811047;84504;3;394;2388;1000;3866;231979
6;151;14;-3;1000;51867;64316;15920;142327;1462;2161;55271;238821;903602;13;4776;52024;238822;811787;84897;3;395;2388;1000;388;231737
6;152;1;-4;1000;51867;64334;160051;142484;1462;2161;55256;23882;90319;13;4791;52033;238824;812052;84706;3;394;2388;1000;3859;231844
6;153;-69;3;1000;51867;64305;159037;142074;1462;2161;55151;238823;903477;13;478;52046;23882;811923;8479;3;393;2388;1000;3864;232475
6;154;-1;-2;1000;51867;6434;160039;141933;1462;2161;5524;238822;903453;13;4795;52047;238822;811466;84693;3;395;2388;1000;3875;232128
6;155;-13;5;1000;51867;64267;158915;141923;1462;2161;5516;238822;904317;13;4796;52022;238826;811129;84829;3;395;2388;1000;3855;231345
6;156;-4;-3;1000;51867;64345;159536;141731;1462;2161;55231;238825;903169;13;4799;51998;238822;81227;84754;3;396;2388;1000;3855;231299
6;157;-4;-2;1000;51867;64235;159018;141984;1462;2161;55198;23883;90371;13;4782;52051;238825;811224;84886;3;394;2388;1000;386;231102
6;158;-28;4;1000;51867;64366;159643;142225;1462;2161;5525;23882;903125;13;4812;5205;238822;811724;84734;3;395;2388;1000;3864;231349
6;159;-1;0;1000;51867;64293;15925;141703;1462;2161;55226;23882;903984;13;4782;52073;238824;811771;8492;3;395;2388;1000;3849;231826
6;160;-2;-2;1000;51867;64361;16031;142305;1462;2161;55156;238824;903288;13;4787;52061;238822;811763;8489;3;396;2388;1000;3863;231757
6;161;-11;1;1000;51867;64377;159328;142293;1462;2161;55235;238824;902995;13;4789;52042;238826;81064;84941;3;395;2388;1000;3853;231045
6;162;2;-5;1000;51867;64325;159209;142087;1462;2161;55215;238821;904203;13;4794;51993;238822;811388;8498;3;395;2388;1000;3855;232763
6;163;43;3;1000;51867;64329;160242;142301;1462;2161;55151;238825;90374;13;4803;52022;238821;811305;8504;3;394;2388;1000;3872;230995
6;164;21;2;1000;51867;64345;160592;142329;1462;2161;55242;238827;903827;13;4804;52036;238821;811893;84686;3;395;2388;1000;3867;231184
6;165;2;-5;1000;51867;64403;160361;14235;1462;2161;55182;238826;903979;13;4806;52042;238829;811525;84762;3;395;2388;1000;3854;230665
6;166;27;-5;1000;51867;64405;160262;14227;1462;2161;55168;238829;90456;13;4803;52029;238825;810629;84985;3;395;2388;1000;385;231018
6;167;0;-5;1000;51867;64348;159922;142597;1462;2161;55198;238818;903915;13;4803;52023;238828;811664;84969;3;396;2388;1000;3852;230509
6;168;-14;4;1000;51867;64287;159083;14252;1462;2161;55238;238827;90280;13;4806;52017;238829;811382;85203;3;396;2388;1000;3855;230854
6;169;-2;-1;1000;51867;64412;159711;142668;1462;2161;55208;238827;903233;13;4807;52027;238823;811393;84835;3;394;2388;1000;3852;232095
6;170;9;-3;1000;51867;64391;159973;142587;1462;2161;55135;238832;902979;13;4792;51977;238831;811259;84852;3;396;2388;1000;3866;231057
6;171;-27;-2;1000;51867;64382;160173;142331;1462;2161;55138;238825;903484;13;4809;52044;238823;811298;85219;3;396;2388;1000;3869;231045
6;172;-26;-3;1000;51867;64318;15937;14323;1462;2161;55145;238826;90332;13;4807;52031;238828;811576;84793;3;396;2388;1000;3834;231505
6;173;-29;2;1000;51867;64345;159711;142389;1462;2161;55137;238826;903251;13;4805;51993;238824;811188;84775;3;396;2388;1000;386;231312
6;174;11;4;1000;51867;64321;160211;142634;1462;2161;55165;238827;90321;13;4805;5205;238824;810685;84756;3;394;2388;1000;3867;231942
6;175;17;3;1000;51867;64384;160272;142735;1462;2161;55153;238832;903516;13;4817;52012;238827;810968;85266;3;396;2388;1000;3864;231005
6;176;1;3;1000;51867;64371;160431;142322;1462;2161;55147;238825;903585;13;4806;51941;238825;81127;84994;3;395;2388;1000;3844;231595
6;177;0;2;1000;51867;6435;159096;142152;1462;2161;5515;238827;90316;13;4821;52017;238828;811414;84993;3;397;2388;1000;3852;230286
6;178;-25;4;1000;51867;64378;160327;142484;1462;2161;55124;238829;903287;13;4809;5197;238831;811392;85091;3;395;2388;1000;3846;230738
6;179;-26;-3;1000;51867;64358;160763;142483;1462;2161;55162;238833;902173;13;4811;51937;23883;810625;85102;3;397;2388;1000;384;231191
6;180;38;-2;1000;51867;64376;159873;142672;1462;2161;55127;238831;903067;13;4806;51981;238834;811086;84948;3;396;2388;1000;3848;231165
6;181;-22;-2;1000;51867;64344;160307;143056;1462;2161;55146;238828;90339;13;4815;51971;238832;811096;848;3;396;2388;1000;385;231337
6;182;35;-4;1000;51867;6440;159651;142381;1462;2161;55195;238832;903236;13;4834;51984;238835;810733;85167;3;396;2388;1000;3863;229966
